CustomerID,recency,frequency,total_spent,recency_score,frequency_score,total_spent_score,RFM_SCORE,segment
13706,-72,1,330.79,1,1,2,11,inactive_customers
13707,-107,2,806.41,1,2,3,12,inactive_customers
13708,-103,1,285.3299999999999,1,1,2,11,inactive_customers
13709,-371,13,6307.650000000001,5,5,5,55,brand_ambassadors
13710,-342,1,180.48,4,1,1,41,recently_onboarded
13711,-156,2,252.06000000000003,1,2,2,12,inactive_customers
13712,-128,1,228.83999999999997,1,1,1,11,inactive_customers
13715,-93,5,1077.3899999999999,1,4,4,14,high_risk
13716,-105,1,138.28,1,1,1,11,inactive_customers
13717,-342,6,1445.0100000000002,4,5,4,45,steady_supporters
13718,-128,2,306.55,1,2,2,12,inactive_customers
13719,-359,5,1041.68,4,4,4,44,steady_supporters
13720,-258,4,799.9,2,4,3,24,high_risk
13721,-338,1,524.1400000000001,3,1,3,31,slipping_away
13722,-243,3,2375.41,2,3,5,23,high_risk
13723,-157,1,199.85000000000002,1,1,1,11,inactive_customers
13725,-325,8,1980.56,3,5,4,35,steady_supporters
13726,-336,2,1079.6599999999999,3,2,4,32,slipping_away
13727,-346,2,333.48,4,2,2,42,loyalty_potential
13728,-338,6,1016.1400000000001,3,5,4,35,steady_supporters
13730,-239,2,752.6,2,2,3,22,inactive_customers
13731,-155,2,610.59,1,2,3,12,inactive_customers
13732,-346,1,491.86000000000007,4,1,3,41,recently_onboarded
13735,-350,4,2883.5399999999995,4,4,5,44,steady_supporters
13736,-369,2,729.8,5,2,3,52,loyalty_potential
13737,-174,1,339.6,1,1,2,11,inactive_customers
13739,-356,1,216.9,4,1,1,41,recently_onboarded
13740,-134,1,350.75,1,1,2,11,inactive_customers
13741,-303,3,668.4300000000001,3,3,3,33,require_attention
13742,-358,12,3107.8700000000003,4,5,5,45,steady_supporters
13743,-372,7,1341.6,5,5,4,55,brand_ambassadors
13744,-279,2,1080.52,2,2,4,22,inactive_customers
13745,-212,1,300.03999999999996,2,1,2,21,inactive_customers
13747,-1,1,79.6,1,1,1,11,inactive_customers
13748,-279,5,948.2499999999999,2,4,4,24,high_risk
13750,-321,5,1647.26,3,4,4,34,steady_supporters
13751,-86,1,296.25,1,1,2,11,inactive_customers
13752,-250,6,1175.3799999999999,2,5,4,25,recoverable_customers
13753,-87,1,741.26,1,1,3,11,inactive_customers
13754,-223,2,282.6,2,2,2,22,inactive_customers
13755,-371,9,2108.06,5,5,5,55,brand_ambassadors
13756,-372,14,5189.52,5,5,5,55,brand_ambassadors
13758,-363,7,3190.55,5,5,5,55,brand_ambassadors
13759,-341,2,659.41,3,2,3,32,slipping_away
13760,-320,2,286.78999999999996,3,2,2,32,slipping_away
13761,-324,2,1070.65,3,2,4,32,slipping_away
13762,-156,1,306.72,1,1,2,11,inactive_customers
13763,-311,1,1714.9599999999998,3,1,4,31,slipping_away
13764,-304,3,1519.42,3,3,4,33,require_attention
13767,-372,37,17220.36,5,5,5,55,brand_ambassadors
13769,-372,10,2796.51,5,5,5,55,brand_ambassadors
13771,-310,4,2634.45,3,4,5,34,steady_supporters
13772,-341,3,1122.63,3,3,4,33,require_attention
13774,-293,1,345.0,2,1,2,21,inactive_customers
13777,-374,33,25977.160000000003,5,5,5,55,brand_ambassadors
13778,-271,1,178.7,2,1,1,21,inactive_customers
13780,-367,2,360.01000000000005,5,2,2,52,loyalty_potential
13781,-124,1,127.84,1,1,1,11,inactive_customers
13782,-362,6,908.8599999999999,5,5,3,55,brand_ambassadors
13784,-365,11,2462.7899999999995,5,5,5,55,brand_ambassadors
13786,-7,1,230.4,1,1,1,11,inactive_customers
13787,-299,2,309.04,2,2,2,22,inactive_customers
13790,-370,1,348.79999999999995,5,1,2,51,new_customers
13791,-247,2,1516.0,2,2,4,22,inactive_customers
13792,-308,2,195.54999999999995,3,2,1,32,slipping_away
13798,-373,57,37153.85,5,5,5,55,brand_ambassadors
13799,-258,2,688.8600000000001,2,2,3,22,inactive_customers
13800,-65,1,558.32,1,1,3,11,inactive_customers
13801,-308,1,324.79999999999995,3,1,2,31,slipping_away
13802,-236,3,4599.42,2,3,5,23,high_risk
13803,-119,1,277.07000000000005,1,1,2,11,inactive_customers
13804,-344,7,2588.39,4,5,5,45,steady_supporters
13805,-322,2,924.5999999999999,3,2,3,32,slipping_away
13806,-311,1,256.38,3,1,2,31,slipping_away
13807,-7,1,112.6,1,1,1,11,inactive_customers
13808,-369,5,1747.6600000000003,5,4,4,54,brand_ambassadors
13809,-69,1,155.05,1,1,1,11,inactive_customers
13810,-346,3,1499.0100000000002,4,3,4,43,loyalty_potential
13811,-191,3,814.5,1,3,3,13,high_risk
13812,-332,3,539.0,3,3,3,33,require_attention
13813,-335,4,1366.8600000000001,3,4,4,34,steady_supporters
13814,-282,2,1579.1200000000001,2,2,4,22,inactive_customers
13815,-352,4,4027.36,4,4,5,44,steady_supporters
13816,-351,2,571.6700000000001,4,2,3,42,loyalty_potential
13817,-345,2,382.97999999999996,4,2,2,42,loyalty_potential
13819,-73,3,1140.35,1,3,4,13,high_risk
13821,-230,2,385.64,2,2,2,22,inactive_customers
13822,-369,2,632.0,5,2,3,52,loyalty_potential
13823,-356,2,957.66,4,2,4,42,loyalty_potential
13824,-342,5,1698.94,4,4,4,44,steady_supporters
13826,-198,1,189.5,2,1,1,21,inactive_customers
13827,-317,3,409.8,3,3,2,33,require_attention
13828,-352,1,209.49000000000004,4,1,1,41,recently_onboarded
13831,-358,6,2198.45,4,5,5,45,steady_supporters
13832,-355,1,52.199999999999996,4,1,1,41,recently_onboarded
13833,-215,1,383.8499999999999,2,1,2,21,inactive_customers
13835,-349,4,834.57,4,4,3,44,steady_supporters
13837,-163,2,266.59000000000003,1,2,2,12,inactive_customers
13838,-369,4,674.82,5,4,3,54,brand_ambassadors
13841,-122,1,85.0,1,1,1,11,inactive_customers
13842,-316,9,3385.6200000000003,3,5,5,35,steady_supporters
13844,-363,1,361.62,5,1,2,51,new_customers
13845,-309,1,312.98,3,1,2,31,slipping_away
13846,-350,3,865.0600000000002,4,3,3,43,loyalty_potential
13848,-282,3,1255.0,2,3,4,23,high_risk
13849,-323,2,1537.95,3,2,4,32,slipping_away
13850,-245,1,1595.4800000000002,2,1,4,21,inactive_customers
13851,-279,3,2651.4599999999996,2,3,5,23,high_risk
13853,-317,1,1090.1399999999999,3,1,4,31,slipping_away
13854,-366,25,8109.52,5,5,5,55,brand_ambassadors
13856,-206,3,388.5,2,3,2,23,high_risk
13858,-317,1,216.17000000000002,3,1,1,31,slipping_away
13859,-48,1,201.16,1,1,1,11,inactive_customers
13860,-373,5,1245.9,5,4,4,54,brand_ambassadors
13862,-356,8,2209.36,4,5,5,45,steady_supporters
13863,-127,1,305.78,1,1,2,11,inactive_customers
13865,-316,4,501.56,3,4,3,34,steady_supporters
13866,-300,1,145.67,2,1,1,21,inactive_customers
13867,-343,3,1005.0899999999999,4,3,4,43,loyalty_potential
13868,-367,2,3192.54,5,2,5,52,loyalty_potential
13869,-251,4,3083.65,2,4,5,24,high_risk
13870,-372,8,2770.94,5,5,5,55,brand_ambassadors
13871,-352,13,6403.25,4,5,5,45,steady_supporters
13873,-255,3,389.59999999999997,2,3,2,23,high_risk
13874,-16,1,540.45,1,1,3,11,inactive_customers
13875,-321,5,1786.79,3,4,4,34,steady_supporters
13876,-311,1,122.69999999999999,3,1,1,31,slipping_away
13877,-288,1,117.24000000000001,2,1,1,21,inactive_customers
13878,-320,1,1271.5699999999997,3,1,4,31,slipping_away
13880,-353,13,3219.7700000000004,4,5,5,45,steady_supporters
13881,-371,20,17159.52,5,5,5,55,brand_ambassadors
13882,-372,5,1191.13,5,4,4,54,brand_ambassadors
13883,-364,5,2674.48,5,4,5,54,brand_ambassadors
13884,-367,5,787.6000000000001,5,4,3,54,brand_ambassadors
13885,-185,2,506.8,1,2,3,12,inactive_customers
13886,-303,1,243.56,3,1,1,31,slipping_away
13887,-170,1,349.54999999999995,1,1,2,11,inactive_customers
13888,-255,2,595.67,2,2,3,22,inactive_customers
13889,-282,1,416.9,2,1,2,21,inactive_customers
13890,-373,10,1883.8100000000004,5,5,4,55,brand_ambassadors
13892,-348,4,632.97,4,4,3,44,steady_supporters
13893,-77,1,821.1000000000001,1,1,3,11,inactive_customers
13894,-351,3,564.6200000000001,4,3,3,43,loyalty_potential
13895,-346,4,2593.0699999999997,4,4,5,44,steady_supporters
13897,-324,1,311.15999999999997,3,1,2,31,slipping_away
13898,-49,1,155.93,1,1,1,11,inactive_customers
13899,-358,2,388.52,4,2,2,42,loyalty_potential
13900,-191,3,740.9499999999999,1,3,3,13,high_risk
13901,-302,5,2867.2,2,4,5,24,high_risk
13904,-337,2,332.64000000000004,3,2,2,32,slipping_away
13908,-295,4,2369.55,2,4,5,24,high_risk
13911,-317,9,2580.91,3,5,5,35,steady_supporters
13914,-363,2,626.45,5,2,3,52,loyalty_potential
13917,-325,2,272.03999999999996,3,2,2,32,slipping_away
13918,-325,2,1212.8400000000004,3,2,4,32,slipping_away
13919,-315,2,384.81000000000006,3,2,2,32,slipping_away
13922,-23,1,172.24999999999997,1,1,1,11,inactive_customers
13923,-321,1,351.13000000000005,3,1,2,31,slipping_away
13924,-373,6,1838.85,5,5,4,55,brand_ambassadors
13925,-282,4,678.25,2,4,3,24,high_risk
13926,-351,1,223.85000000000002,4,1,1,41,recently_onboarded
13927,-300,1,348.99000000000007,2,1,2,21,inactive_customers
13928,-364,4,464.57,5,4,2,54,brand_ambassadors
13929,-205,2,842.65,2,2,3,22,inactive_customers
13930,-317,2,337.34,3,2,2,32,slipping_away
13931,-279,2,1237.53,2,2,4,22,inactive_customers
13932,-80,1,307.4,1,1,2,11,inactive_customers
13933,-265,2,608.7899999999998,2,2,3,22,inactive_customers
13934,-111,1,922.0999999999999,1,1,3,11,inactive_customers
13936,-195,1,376.5799999999999,2,1,2,21,inactive_customers
13937,-205,1,158.85,2,1,1,21,inactive_customers
13938,-339,1,71.66,3,1,1,31,slipping_away
13939,-351,3,568.55,4,3,3,43,loyalty_potential
13940,-357,4,839.14,4,4,3,44,steady_supporters
13941,-353,5,5112.96,4,4,5,44,steady_supporters
13946,-295,3,561.57,2,3,3,23,high_risk
13947,-309,1,90.6,3,1,1,31,slipping_away
13948,-14,1,101.99999999999999,1,1,1,11,inactive_customers
13949,-372,6,2427.3199999999997,5,5,5,55,brand_ambassadors
13950,-363,4,745.0600000000001,5,4,3,54,brand_ambassadors
13951,-198,3,674.4499999999998,2,3,3,23,high_risk
13952,-157,2,3251.071,1,2,5,12,inactive_customers
13953,-367,7,3515.6799999999994,5,5,5,55,brand_ambassadors
13954,-373,2,439.92,5,3,2,53,loyalty_potential
13955,-220,2,322.96,2,3,2,23,high_risk
13956,-369,5,1019.2700000000001,5,4,4,54,brand_ambassadors
13959,-295,3,594.04,2,3,3,23,high_risk
13960,-353,2,230.22,4,3,1,43,loyalty_potential
13962,-353,2,169.55,4,3,1,43,loyalty_potential
13963,-66,4,664.5400000000001,1,4,3,14,high_risk
13967,-229,1,80.7,2,1,1,21,inactive_customers
13969,-367,18,9024.17,5,5,5,55,brand_ambassadors
13971,-356,8,2758.26,4,5,5,45,steady_supporters
13972,-304,2,190.25000000000003,3,3,1,33,require_attention
13973,-87,1,264.7,1,1,2,11,inactive_customers
13974,-325,1,413.59,3,1,2,31,slipping_away
13975,-343,6,2461.24,4,5,5,45,steady_supporters
13976,-168,1,357.98,1,1,2,11,inactive_customers
13978,-360,2,196.79,4,3,1,43,loyalty_potential
13979,-301,1,869.8699999999998,2,1,3,21,inactive_customers
13980,-314,1,200.14000000000001,3,1,1,31,slipping_away
13982,-335,4,1871.81,3,4,4,34,steady_supporters
13983,-345,12,2603.4300000000003,4,5,5,45,steady_supporters
13984,-348,5,920.51,4,4,3,44,steady_supporters
13985,-370,15,7060.13,5,5,5,55,brand_ambassadors
13986,-357,1,320.46000000000004,4,1,2,41,recently_onboarded
13988,-355,6,4147.96,4,5,5,45,steady_supporters
13989,-309,2,1266.08,3,3,4,33,require_attention
13990,-161,1,311.3,1,1,2,11,inactive_customers
13991,-362,6,852.88,5,5,3,55,brand_ambassadors
13992,-344,1,76.8,4,1,1,41,recently_onboarded
13993,-332,9,3466.3600000000006,3,5,5,35,steady_supporters
13994,-371,6,2274.1400000000003,5,5,5,55,brand_ambassadors
13995,-359,5,1393.69,4,4,4,44,steady_supporters
13999,-364,12,3901.81,5,5,5,55,brand_ambassadors
14000,-163,1,635.6600000000001,1,1,3,11,inactive_customers
14001,-329,3,2043.0800000000002,3,3,4,33,require_attention
14002,-240,2,529.7299999999999,2,3,3,23,high_risk
14004,-331,7,4582.639999999999,3,5,5,35,steady_supporters
14005,-365,5,2874.72,5,4,5,54,brand_ambassadors
14006,-259,3,962.1899999999999,2,3,4,23,high_risk
14009,-176,2,695.6099999999999,1,3,3,13,high_risk
14012,-97,1,328.8,1,1,2,11,inactive_customers
14013,-264,3,473.02,2,3,2,23,high_risk
14014,-297,1,505.18,2,1,3,21,inactive_customers
14015,-322,1,917.34,3,1,3,31,slipping_away
14016,-213,4,4341.21,2,4,5,24,high_risk
14019,-328,3,1421.61,3,3,4,33,require_attention
14020,-358,2,642.8000000000001,4,3,3,43,loyalty_potential
14021,-219,3,631.9000000000001,2,3,3,23,high_risk
14022,-149,1,440.0,1,1,2,11,inactive_customers
14023,-367,2,584.0699999999999,5,3,3,53,loyalty_potential
14024,-253,2,327.70000000000005,2,3,2,23,high_risk
14027,-314,1,104.82000000000002,3,1,1,31,slipping_away
14029,-311,2,467.66,3,3,2,33,require_attention
14030,-356,8,2358.8399999999997,4,5,5,45,steady_supporters
14031,-367,19,17286.86,5,5,5,55,brand_ambassadors
14032,-372,11,2975.59,5,5,5,55,brand_ambassadors
14034,-352,3,648.8900000000001,4,3,3,43,loyalty_potential
14035,-346,5,1428.0200000000002,4,4,4,44,steady_supporters
14036,-90,1,626.65,1,1,3,11,inactive_customers
14037,-198,2,147.2,2,3,1,23,high_risk
14038,-296,3,1560.3799999999994,2,3,4,23,high_risk
14039,-341,1,152.2,3,1,1,31,slipping_away
14040,-334,12,3560.32,3,5,5,35,steady_supporters
14041,-108,1,141.41,1,1,1,11,inactive_customers
14044,-348,4,646.4200000000001,4,4,3,44,steady_supporters
14045,-265,4,1659.75,2,4,4,24,high_risk
14046,-90,1,154.99,1,1,1,11,inactive_customers
14047,-366,5,1308.6100000000001,5,4,4,54,brand_ambassadors
14048,-69,1,409.93,1,1,2,11,inactive_customers
14049,-358,4,5578.72,4,4,5,44,steady_supporters
14050,-343,2,746.3599999999999,4,3,3,43,loyalty_potential
14051,-374,23,15610.390000000003,5,5,5,55,brand_ambassadors
14052,-355,1,225.36,4,1,1,41,recently_onboarded
14053,-250,2,260.25,2,3,2,23,high_risk
14054,-309,1,92.46,3,1,1,31,slipping_away
14055,-268,1,725.6400000000001,2,1,3,21,inactive_customers
14056,-373,23,8152.710000000001,5,5,5,55,brand_ambassadors
14057,-351,17,6211.66,4,5,5,45,steady_supporters
14059,-108,1,183.6,1,1,1,11,inactive_customers
14060,-370,19,6140.42,5,5,5,55,brand_ambassadors
14062,-365,12,10464.850000000002,5,5,5,55,brand_ambassadors
14064,-345,5,1334.3399999999997,4,4,4,44,steady_supporters
14066,-108,1,152.55,1,1,1,11,inactive_customers
14067,-311,2,374.7,3,3,2,33,require_attention
14068,-54,1,265.85,1,1,2,11,inactive_customers
14071,-371,8,1437.5700000000002,5,5,4,55,brand_ambassadors
14073,-342,1,151.04,4,1,1,41,recently_onboarded
14075,-370,3,942.26,5,3,4,53,loyalty_potential
14076,-245,1,118.67,2,1,1,21,inactive_customers
14077,-334,5,499.4200000000001,3,4,3,34,steady_supporters
14078,-273,6,1049.37,2,5,4,25,recoverable_customers
14079,-250,1,375.0999999999999,2,1,2,21,inactive_customers
14080,-342,1,45.599999999999994,4,1,1,41,recently_onboarded
14081,-72,2,921.62,1,3,3,13,high_risk
14082,-10,1,182.24999999999997,1,1,1,11,inactive_customers
14083,-370,9,1002.9000000000001,5,5,4,55,brand_ambassadors
14085,-372,18,4421.290000000001,5,5,5,55,brand_ambassadors
14087,-372,1,191.47,5,1,1,51,new_customers
14088,-364,13,50491.81,5,5,5,55,brand_ambassadors
14089,-318,1,158.75,3,1,1,31,slipping_away
14090,-50,1,76.32000000000001,1,1,1,11,inactive_customers
14092,-367,14,4076.91,5,5,5,55,brand_ambassadors
14093,-362,1,433.85999999999996,5,1,2,51,new_customers
14096,-370,17,65164.79,5,5,5,55,brand_ambassadors
14098,-338,1,147.34999999999997,3,1,1,31,slipping_away
14099,-358,11,3104.17,4,5,5,45,steady_supporters
14100,-237,1,191.95000000000002,2,1,1,21,inactive_customers
14101,-301,6,5976.790000000001,2,5,5,25,recoverable_customers
14102,-369,5,1105.8799999999999,5,4,4,54,brand_ambassadors
14104,-220,2,216.20999999999998,2,3,1,23,high_risk
14105,-135,1,1266.23,1,1,4,11,inactive_customers
14107,-323,7,2703.23,3,5,5,35,steady_supporters
14108,-344,2,597.9100000000001,4,3,3,43,loyalty_potential
14109,-302,1,144.2,2,1,1,21,inactive_customers
14110,-371,12,5683.1500000000015,5,5,5,55,brand_ambassadors
14111,-360,4,692.85,4,4,3,44,steady_supporters
14112,-352,7,2915.15,4,5,5,45,steady_supporters
14113,-371,4,1840.4199999999998,5,4,4,54,brand_ambassadors
14114,-101,2,386.53,1,3,2,13,high_risk
14116,-355,5,1382.7399999999998,4,4,4,44,steady_supporters
14117,-231,1,90.0,2,1,1,21,inactive_customers
14121,-371,4,2780.15,5,4,5,54,brand_ambassadors
14124,-290,1,419.58000000000004,2,1,2,21,inactive_customers
14125,-364,3,2720.63,5,3,5,53,loyalty_potential
14126,-367,3,706.1300000000001,5,3,3,53,loyalty_potential
14127,-252,3,709.7099999999999,2,3,3,23,high_risk
14128,-314,2,637.5000000000002,3,3,3,33,require_attention
14129,-373,5,1123.8600000000001,5,4,4,54,brand_ambassadors
14130,-55,1,480.9100000000001,1,1,2,11,inactive_customers
14132,-372,11,3586.0299999999997,5,5,5,55,brand_ambassadors
14133,-245,3,605.6399999999999,2,3,3,23,high_risk
14135,-373,15,4690.3099999999995,5,5,5,55,brand_ambassadors
14138,-373,2,965.8800000000002,5,3,4,53,loyalty_potential
14139,-328,1,415.81999999999994,3,1,2,31,slipping_away
14140,-371,2,935.05,5,3,4,53,loyalty_potential
14141,-372,4,915.1300000000001,5,4,3,54,brand_ambassadors
14142,-1,1,311.81,1,1,2,11,inactive_customers
14143,-241,1,115.8,2,1,1,21,inactive_customers
14145,-328,4,3742.2,3,4,5,34,steady_supporters
14146,-366,5,4191.0,5,4,5,54,brand_ambassadors
14147,-296,2,483.4,2,3,2,23,high_risk
14148,-141,1,157.2,1,1,1,11,inactive_customers
14149,-154,1,446.62000000000006,1,1,2,11,inactive_customers
14150,-339,2,658.64,3,3,3,33,require_attention
14152,-299,2,621.29,2,3,3,23,high_risk
14154,-135,2,1345.62,1,3,4,13,high_risk
14155,-108,1,118.75,1,1,1,11,inactive_customers
14156,-365,55,117210.08,5,5,5,55,brand_ambassadors
14157,-355,2,424.89000000000004,4,3,2,43,loyalty_potential
14158,-334,1,507.65999999999997,3,1,3,31,slipping_away
14159,-355,11,4630.35,4,5,5,45,steady_supporters
14161,-159,3,1097.62,1,3,4,13,high_risk
14162,-201,2,289.36,2,3,2,23,high_risk
14163,-287,4,2445.9100000000003,2,4,5,24,high_risk
14164,-304,2,1631.7700000000004,3,3,4,33,require_attention
14165,-99,1,120.44,1,1,1,11,inactive_customers
14167,-335,4,562.59,3,4,3,34,steady_supporters
14171,-276,1,363.79,2,1,2,21,inactive_customers
14173,-364,4,450.8400000000001,5,4,2,54,brand_ambassadors
14174,-341,1,134.46,3,1,1,31,slipping_away
14175,-315,3,3222.3,3,3,5,33,require_attention
14176,-77,4,576.9,1,4,3,14,high_risk
14177,-288,4,549.46,2,4,3,24,high_risk
14178,-366,7,1600.2600000000002,5,5,4,55,brand_ambassadors
14179,-334,2,701.5699999999999,3,3,3,33,require_attention
14180,-364,25,4748.52,5,5,5,55,brand_ambassadors
14184,-308,1,452.89,3,1,2,31,slipping_away
14185,-43,1,197.65,1,1,1,11,inactive_customers
14188,-344,6,2054.36,4,5,4,45,steady_supporters
14189,-372,15,4654.08,5,5,5,55,brand_ambassadors
14191,-373,13,4684.76,5,5,5,55,brand_ambassadors
14193,-307,2,853.3900000000001,3,3,3,33,require_attention
14194,-370,21,11349.52,5,5,5,55,brand_ambassadors
14195,-173,2,1011.9999999999998,1,3,4,13,high_risk
14196,-268,1,335.52,2,1,2,21,inactive_customers
14198,-356,4,701.4,4,4,3,44,steady_supporters
14199,-156,1,185.39999999999998,1,1,1,11,inactive_customers
14201,-314,7,747.4400000000002,3,5,3,35,steady_supporters
14204,-372,1,150.60999999999996,5,1,1,51,new_customers
14205,-358,2,466.70000000000005,4,3,2,43,loyalty_potential
14206,-135,1,328.15999999999997,1,1,2,11,inactive_customers
14208,-280,1,151.73999999999998,2,1,1,21,inactive_customers
14209,-364,6,2073.4300000000003,5,5,5,55,brand_ambassadors
14210,-269,6,1905.8400000000001,2,5,4,25,recoverable_customers
14211,-321,9,2241.1000000000004,3,5,5,35,steady_supporters
14212,-285,1,1070.48,2,1,4,21,inactive_customers
14214,-344,5,1004.3800000000001,4,4,4,44,steady_supporters
14215,-363,6,1789.72,5,5,4,55,brand_ambassadors
14216,-371,4,1839.3000000000002,5,4,4,54,brand_ambassadors
14217,-373,17,2004.9799999999998,5,5,4,55,brand_ambassadors
14218,-332,1,169.48000000000002,3,1,1,31,slipping_away
14219,-370,1,89.94,5,1,1,51,new_customers
14220,-127,2,632.3999999999999,1,3,3,13,high_risk
14221,-332,9,3432.8,3,5,5,35,steady_supporters
14222,-197,1,683.1700000000001,2,1,3,21,inactive_customers
14223,-282,3,991.1300000000001,2,3,4,23,high_risk
14224,-264,4,1009.73,2,4,4,24,high_risk
14226,-346,5,2214.7899999999995,4,4,5,44,steady_supporters
14227,-348,10,3350.96,4,5,5,45,steady_supporters
14229,-323,3,1547.2,3,3,4,33,require_attention
14231,-191,3,925.71,1,3,3,13,high_risk
14232,-332,5,2048.07,3,4,4,34,steady_supporters
14233,-325,4,1462.7200000000003,3,4,4,34,steady_supporters
14234,-352,4,754.1200000000001,4,4,3,44,steady_supporters
14235,-299,5,3144.86,2,4,5,24,high_risk
14236,-294,2,490.86,2,3,3,23,high_risk
14237,-1,1,161.00000000000003,1,1,1,11,inactive_customers
14238,-48,1,146.85,1,1,1,11,inactive_customers
14239,-331,11,2380.8500000000004,3,5,5,35,steady_supporters
14240,-344,2,890.3400000000001,4,3,3,43,loyalty_potential
14241,-191,1,213.70000000000005,1,1,1,11,inactive_customers
14242,-140,2,280.55,1,3,2,13,high_risk
14243,-366,10,2588.7699999999995,5,5,5,55,brand_ambassadors
14245,-155,2,1693.4499999999998,1,3,4,13,high_risk
14246,-264,3,1474.0600000000002,2,3,4,23,high_risk
14247,-96,1,136.76999999999998,1,1,1,11,inactive_customers
14248,-56,1,302.58,1,1,2,11,inactive_customers
14250,-367,3,1904.05,5,3,4,53,loyalty_potential
14251,-373,5,2879.7,5,4,5,54,brand_ambassadors
14256,-114,2,969.06,1,3,4,13,high_risk
14257,-310,5,3099.7200000000003,3,4,5,34,steady_supporters
14258,-365,9,12669.98,5,5,5,55,brand_ambassadors
14259,-233,1,120.0,2,1,1,21,inactive_customers
14261,-324,2,1163.45,3,3,4,33,require_attention
14262,-366,8,2618.2299999999996,5,5,5,55,brand_ambassadors
14264,-220,2,333.97,2,3,2,23,high_risk
14265,-265,2,530.18,2,3,3,23,high_risk
14267,-212,3,1516.24,2,3,4,23,high_risk
14270,-43,1,492.65,1,1,3,11,inactive_customers
14271,-149,1,112.32,1,1,1,11,inactive_customers
14272,-301,2,437.96000000000004,2,3,2,23,high_risk
14273,-323,4,559.97,3,4,3,34,steady_supporters
14276,-276,3,1119.7400000000002,2,3,4,23,high_risk
14277,-359,3,4188.0,4,3,5,43,loyalty_potential
14280,-178,1,134.04,1,1,1,11,inactive_customers
14282,-371,15,3701.4400000000005,5,5,5,55,brand_ambassadors
14284,-343,2,595.25,4,3,3,43,loyalty_potential
14285,-353,4,1910.0100000000002,4,4,4,44,steady_supporters
14286,-351,3,4628.75,4,3,5,43,loyalty_potential
14287,-366,3,176.63,5,3,1,53,loyalty_potential
14288,-161,1,426.6,1,1,2,11,inactive_customers
14289,-366,6,911.26,5,5,3,55,brand_ambassadors
14290,-363,5,2314.6499999999996,5,4,5,54,brand_ambassadors
14291,-373,11,3883.25,5,5,5,55,brand_ambassadors
14292,-367,9,4871.929999999999,5,5,5,55,brand_ambassadors
14293,-371,4,1046.56,5,4,4,54,brand_ambassadors
14295,-334,1,166.2,3,1,1,31,slipping_away
14297,-357,4,1305.3299999999997,4,4,4,44,steady_supporters
14298,-366,44,51527.299999999996,5,5,5,55,brand_ambassadors
14299,-366,9,3965.62,5,5,5,55,brand_ambassadors
14300,-356,1,43.2,4,1,1,41,recently_onboarded
14301,-257,1,640.1400000000001,2,1,3,21,inactive_customers
14304,-152,1,383.45000000000005,1,1,2,11,inactive_customers
14305,-303,3,1858.9600000000003,3,3,4,33,require_attention
14306,-323,2,2093.3199999999997,3,3,5,33,require_attention
14307,-286,6,2995.72,2,5,5,25,recoverable_customers
14309,-366,9,2352.53,5,5,5,55,brand_ambassadors
14311,-132,1,310.26,1,1,2,11,inactive_customers
14312,-328,6,1611.59,3,5,4,35,steady_supporters
14314,-268,1,120.0,2,1,1,21,inactive_customers
14315,-330,6,2481.13,3,5,5,35,steady_supporters
14317,-310,1,508.58,3,1,3,31,slipping_away
14320,-168,2,477.78999999999996,1,3,2,13,high_risk
14321,-364,5,1530.7500000000002,5,4,4,54,brand_ambassadors
14323,-260,2,605.0600000000001,2,3,3,23,high_risk
14326,-132,1,183.85000000000002,1,1,1,11,inactive_customers
14327,-211,1,311.65000000000003,2,1,2,21,inactive_customers
14329,-357,7,4975.24,4,5,5,45,steady_supporters
14331,-250,2,462.65999999999997,2,3,2,23,high_risk
14332,-352,3,840.21,4,3,3,43,loyalty_potential
14333,-307,1,415.2,3,1,2,31,slipping_away
14334,-358,8,2552.2100000000005,4,5,5,45,steady_supporters
14335,-358,2,454.85999999999996,4,3,2,43,loyalty_potential
14336,-358,4,1614.91,4,4,4,44,steady_supporters
14338,-213,2,588.2199999999999,2,3,3,23,high_risk
14339,-132,1,309.52,1,1,2,11,inactive_customers
14340,-156,1,134.7,1,1,1,11,inactive_customers
14341,-329,8,2166.9799999999996,3,5,5,35,steady_supporters
14342,-353,4,668.5600000000002,4,4,3,44,steady_supporters
14344,-247,8,889.9300000000002,2,5,3,25,recoverable_customers
14345,-336,1,108.97999999999999,3,1,1,31,slipping_away
14346,-254,2,1021.58,2,3,4,23,high_risk
14348,-114,1,409.57,1,1,2,11,inactive_customers
14349,-364,1,133.5,5,1,1,51,new_customers
14350,-100,1,282.92999999999995,1,1,2,11,inactive_customers
14351,-210,1,51.0,2,1,1,21,inactive_customers
14352,-217,4,1078.9600000000003,2,4,4,24,high_risk
14353,-159,1,90.6,1,1,1,11,inactive_customers
14354,-369,2,163.62,5,3,1,53,loyalty_potential
14355,-9,1,174.4,1,1,1,11,inactive_customers
14356,-295,2,701.23,2,3,3,23,high_risk
14357,-331,1,225.12,3,1,1,31,slipping_away
14359,-355,3,912.1800000000001,4,3,3,43,loyalty_potential
14360,-343,4,2118.03,4,4,5,44,steady_supporters
14362,-352,1,151.50000000000003,4,1,1,41,recently_onboarded
14364,-266,8,3717.35,2,5,5,25,recoverable_customers
14367,-366,16,9227.82,5,5,5,55,brand_ambassadors
14368,-55,1,155.0,1,1,1,11,inactive_customers
